country,year,bird_index,target_next_bird_index,organic_farming_pct,pesticide_kg_per_ha,protected_terrestrial_pct,nitrogen_fertilizer_kg_per_ha,target_next_change
IT,2015,77.7,74.7,11.79,4.982664962731688,21.4,45.788882140197096,-3.0
IT,2016,74.7,74.2,13.99,4.668875960421449,21.4,45.03804312280625,-0.5
IT,2017,74.2,72.2,14.67,4.340466255310151,21.4,44.38298444918594,-2.0
IT,2018,72.2,73.8,15.17,4.186194248087538,21.4,44.60981892127433,1.5999999999999943
IT,2019,73.8,71.16,15.16,3.680953977886268,21.4,43.689829812474336,-2.6400000000000006
IT,2020,71.16,72.32,15.96,4.295990669204871,21.4,43.70270397968624,1.1599999999999966
IT,2021,72.32,69.37,16.83,3.8635314019258638,21.4,44.05070445092251,-2.9499999999999886
IT,2022,69.37,,18.14,3.4303483055748814,21.4,44.05296820718417,
LT,1994,70.36,65.29,,,,,-5.069999999999993
LT,1995,65.29,68.78,,,,,3.489999999999995
LT,1996,68.78,85.91,,,,,17.129999999999995
LT,1997,85.91,87.28,,,,,1.3700000000000045
LT,1998,87.28,93.93,,,,,6.650000000000006
LT,1999,93.93,100.0,,,,,6.069999999999993
LT,2000,100.0,83.63,,,,,-16.370000000000005
LT,2001,83.63,61.09,,,,,-22.539999999999992
LT,2002,61.09,98.21,,,,,37.11999999999999
LT,2003,98.21,82.83,,,,,-15.379999999999995
LT,2004,82.83,90.84,1.4,,,,8.010000000000005
LT,2005,90.84,79.19,2.3,,,,-11.650000000000006
LT,2006,79.19,69.59,3.5,,,,-9.599999999999994
LT,2007,69.59,73.53,4.5,,,,3.9399999999999977
LT,2008,73.53,82.57,4.6,,,,9.039999999999992
LT,2009,82.57,86.44,4.8,,,,3.8700000000000045
LT,2010,86.44,77.43,5.2,,,,-9.009999999999991
LT,2011,77.43,72.06,5.4,,17.0,,-5.3700000000000045
LT,2012,72.06,74.55,5.51,,17.0,,2.489999999999995
LT,2013,74.55,80.49,5.74,0.9206301445666459,17.0,53.607249083488966,5.939999999999998
LT,2014,80.49,79.29,5.57,0.915834772888934,17.0,54.87247230972462,-1.1999999999999886
LT,2015,79.29,69.36,7.11,0.9276643734447564,17.0,55.42688525462747,-9.930000000000007
LT,2016,69.36,64.03,7.5,1.1459249304347237,17.1,54.24297407635593,-5.329999999999998
LT,2017,64.03,58.5,7.98,1.0412740051306335,17.1,56.94424098306482,-5.530000000000001
LT,2018,58.5,61.69,8.13,0.7062977779134985,17.1,54.095879860072,3.1899999999999977
LT,2019,61.69,50.91,8.14,0.7905892120645783,17.1,60.03482364646604,-10.780000000000001
LT,2020,50.91,46.36,8.0,0.8791744540876314,17.2,63.13044128341228,-4.549999999999997
LT,2021,46.36,45.24,8.91,0.8895066162377828,17.4,63.83248169343006,-1.1199999999999974
LT,2022,45.24,47.62,9.32,1.2413911311098136,17.8,44.897124995706385,2.3799999999999955
LT,2023,47.62,,8.92,1.0490984922068924,17.9,44.34645471920791,
LU,2010,100.0,112.13,2.8,,,,12.129999999999995
LU,2011,112.13,102.2,2.8,,25.2,,-9.929999999999993
LU,2012,102.2,90.9,3.14,,25.2,,-11.299999999999997
LU,2013,90.9,84.94,3.39,,25.2,101.99938949938951,-5.960000000000008
LU,2014,84.94,73.3,3.43,,25.2,96.99420201403723,-11.64
LU,2015,73.3,80.61,3.21,,32.3,99.00289237326838,7.310000000000002
LU,2016,80.61,83.11,3.47,1.5567011098354382,33.3,105.097588978186,2.5
LU,2017,83.11,77.87,4.15,1.4467749313815188,33.7,103.49954254345838,-5.239999999999995
LU,2018,77.87,79.24,4.39,1.2185162663423532,36.2,99.10307084220128,1.3699999999999903
LU,2019,79.24,125.53,4.42,1.0904476024013983,36.3,104.83319401170301,46.290000000000006
LU,2020,125.53,99.27,4.63,1.1125700015135462,37.1,99.07673679430907,-26.260000000000005
LU,2021,99.27,91.26,5.19,0.9765529704088548,37.9,104.90173932685792,-8.009999999999991
LU,2022,91.26,105.44,6.23,0.8833911862360398,37.9,63.06217929369152,14.179999999999993
LU,2023,105.44,,6.57,0.8711385170702362,38.6,75.35569258535118,
LV,1995,102.78,107.29,,,,,4.510000000000005
LV,1996,107.29,107.95,,,,,0.6599999999999966
LV,1997,107.95,113.03,,,,,5.079999999999998
LV,1998,113.03,110.1,,,,,-2.930000000000007
LV,1999,110.1,100.0,,,,,-10.099999999999994
LV,2000,100.0,121.65,,,,,21.650000000000006
LV,2001,121.65,103.28,,,,,-18.370000000000005
LV,2002,103.28,105.12,,,,,1.8400000000000034
LV,2003,105.12,93.55,,,,,-11.570000000000007
LV,2004,93.55,100.81,1.6,,,,7.260000000000005
LV,2005,100.81,102.94,6.8,,,,2.1299999999999955
LV,2006,102.94,112.44,9.4,,,,9.5
LV,2007,112.44,113.4,8.1,,,,0.960000000000008
LV,2008,113.4,100.67,8.9,,,,-12.730000000000004
LV,2009,100.67,119.44,8.7,,,,18.769999999999996
LV,2010,119.44,108.4,9.2,,,,-11.039999999999992
LV,2011,108.4,111.63,10.1,,18.1,,3.2299999999999898
LV,2012,111.63,124.26,10.63,,18.1,,12.63000000000001
LV,2013,124.26,111.21,9.89,0.6659636789689514,18.1,37.11775043936731,-13.050000000000011
LV,2014,111.21,121.92,10.86,0.7597100133511349,18.1,38.95060080106809,10.710000000000008
LV,2015,121.92,90.25,12.29,0.8012117996604414,18.1,40.22707979626485,-31.67
LV,2016,90.25,92.02,13.42,0.8933093338858386,18.1,40.54957008183984,1.769999999999996
LV,2017,92.02,97.0,13.92,0.7651547458855191,18.1,40.07918434944623,4.980000000000004
LV,2018,97.0,86.58,14.47,0.8189209969554673,18.1,38.46431704422313,-10.420000000000002
LV,2019,86.58,88.84,14.79,0.8424257425742574,18.1,41.19526385628254,2.260000000000005
LV,2020,88.84,91.41,14.79,0.9651650584052819,18.1,42.83697308278314,2.569999999999993
LV,2021,91.41,82.89,15.34,1.0072717120958328,18.1,42.965331709050304,-8.519999999999996
LV,2022,82.89,82.12,15.88,0.9251187576126675,18.1,41.77070645554202,-0.769999999999996
LV,2023,82.12,,15.08,0.845570609428122,18.4,40.75506165321967,
NL,1990,118.7,104.57,,,,,-14.13000000000001
NL,1991,104.57,109.35,,,,,4.780000000000001
NL,1992,109.35,113.1,,,,,3.75
NL,1993,113.1,113.02,,,,,-0.0799999999999983
NL,1994,113.02,105.92,,,,,-7.099999999999994
NL,1995,105.92,103.46,,,,,-2.460000000000008
NL,1996,103.46,109.76,,,,,6.300000000000011
NL,1997,109.76,107.8,,,,,-1.960000000000008
NL,1998,107.8,103.0,,,,,-4.799999999999997
NL,1999,103.0,100.0,,,,,-3.0
NL,2000,100.0,96.5,1.6,,,,-3.5
NL,2001,96.5,91.13,1.9,,,,-5.3700000000000045
NL,2002,91.13,88.03,2.2,,,,-3.0999999999999943
NL,2003,88.03,89.35,2.2,,,,1.3199999999999932
NL,2004,89.35,89.2,2.5,,,,-0.14999999999999147
NL,2005,89.2,78.95,2.5,,,,-10.25
NL,2006,78.95,77.82,2.5,,,,-1.1300000000000097
NL,2007,77.82,78.45,2.5,,,,0.6300000000000097
NL,2008,78.45,72.58,2.6,,,,-5.8700000000000045
NL,2009,72.58,67.5,2.6,,,,-5.079999999999998
NL,2010,67.5,77.27,2.5,,,,9.769999999999996
NL,2011,77.27,73.1,2.5,,17.0,,-4.170000000000002
NL,2012,73.1,64.0,2.61,,17.0,,-9.099999999999994
NL,2013,64.0,68.69,2.65,5.783501840225157,17.3,116.92249404633037,4.689999999999998
NL,2014,68.69,68.33,2.67,5.774092441544318,19.8,115.93257205002719,-0.35999999999999943
NL,2015,68.33,66.55,2.67,5.394932683191115,21.1,132.67939861844778,-1.7800000000000011
NL,2016,66.55,62.91,3.03,5.992771091044726,21.1,127.9463997416855,-3.6400000000000006
NL,2017,62.91,58.22,3.31,5.89380778663568,22.0,128.62194760864585,-4.689999999999998
NL,2018,58.22,61.84,3.5,5.139448529411765,22.7,116.50460930640914,3.6200000000000045
NL,2019,61.84,63.63,3.75,5.064504602713178,22.7,118.23467230443974,1.7899999999999991
NL,2020,63.63,63.01,3.95,5.437836258921436,22.7,119.83080272258812,-0.6200000000000045
NL,2021,63.01,60.4,4.22,5.15849628292796,22.7,116.91971455535871,-2.6099999999999994
NL,2022,60.4,,4.44,4.839481924439001,22.7,102.09879348470658,
NO,1996,95.92,91.51,,,,,-4.409999999999997
NO,1997,91.51,95.52,,,,,4.009999999999991
NO,1998,95.52,96.53,,,,,1.0100000000000051
NO,1999,96.53,100.0,,,,,3.469999999999999
NO,2000,100.0,88.71,2.0,,,,-11.290000000000006
NO,2001,88.71,88.39,2.6,,,,-0.3199999999999932
NO,2002,88.39,88.91,3.1,,,,0.519999999999996
NO,2003,88.91,77.77,3.7,,,,-11.14
NO,2004,77.77,74.83,3.9,,,,-2.9399999999999977
NO,2005,74.83,74.03,4.2,,,,-0.7999999999999972
NO,2006,74.03,78.61,4.3,,,,4.579999999999998
NO,2007,78.61,75.64,4.7,,,,-2.969999999999999
NO,2008,75.64,64.04,5.1,,,,-11.599999999999994
NO,2009,64.04,63.12,5.5,,,,-0.9200000000000088
NO,2010,63.12,60.64,,,,,-2.479999999999997
NO,2011,60.64,52.76,,,,,-7.880000000000003
NO,2012,52.76,53.49,5.57,,,,0.730000000000004
NO,2013,53.49,55.2,5.23,0.7858585756255698,,96.77135042042346,1.7100000000000009
NO,2014,55.2,42.76,5.05,0.8820054722334819,,102.6621402513174,-12.440000000000005
NO,2015,42.76,45.87,4.83,0.6436460446247465,,104.06997971602433,3.1099999999999994
NO,2016,45.87,48.99,4.84,0.6861385031413293,,102.5618608055629,3.1200000000000045
NO,2017,48.99,49.66,4.78,0.6779791089319974,,100.81919785607698,0.6699999999999946
NO,2018,49.66,44.88,4.7,0.6289384568589679,,103.8142552975768,-4.779999999999994
NO,2019,44.88,53.78,4.6,0.6206319532639065,,108.4734569469139,8.899999999999999
NO,2020,53.78,47.57,4.58,0.7180271004908921,,107.39178059961864,-6.210000000000001
NO,2021,47.57,51.85,4.56,0.8514900662251655,,108.9698533295413,4.280000000000001
NO,2022,51.85,,4.67,0.779796040669978,,100.60131435942753,
PL,2000,100.0,93.69,,,,,-6.310000000000002
PL,2001,93.69,93.27,,,,,-0.4200000000000017
PL,2002,93.27,86.0,,,,,-7.269999999999996
PL,2003,86.0,89.14,0.2,,,,3.1400000000000006
PL,2004,89.14,91.45,0.5,,,,2.3100000000000023
PL,2005,91.45,91.72,1.0,,,,0.269999999999996
PL,2006,91.72,88.51,1.0,,,,-3.2099999999999937
PL,2007,88.51,100.16,1.8,,,,11.649999999999991
PL,2008,100.16,93.88,2.0,,,,-6.280000000000001
PL,2009,93.88,89.93,2.3,,,,-3.9499999999999886
PL,2010,89.93,87.52,3.3,,,,-2.410000000000011
PL,2011,87.52,85.45,4.1,,39.5,,-2.069999999999993
PL,2012,85.45,85.94,4.51,,39.5,,0.4899999999999949
PL,2013,85.94,84.53,4.65,1.5400374742364624,39.5,81.82895092956926,-1.4099999999999966
PL,2014,84.53,87.3,4.56,1.6327132873920218,39.6,76.15361683836885,2.769999999999996
PL,2015,87.3,87.93,4.03,,39.6,69.70294897973358,0.6300000000000097
PL,2016,87.93,83.79,3.72,,39.6,72.40267673682457,-4.140000000000001
PL,2017,83.79,76.25,3.41,1.7294970201964464,39.6,79.36492936761947,-7.540000000000006
PL,2018,76.25,78.94,3.33,,39.6,81.0729355447727,2.6899999999999977
PL,2019,78.94,81.27,3.49,1.6668479452384306,39.6,68.3237172988966,2.3299999999999983
PL,2020,81.27,73.79,3.45,1.6683565957250697,39.6,70.01394794664266,-7.47999999999999
PL,2021,73.79,75.7,3.78,1.8557691645560555,39.6,71.4853331460295,1.9099999999999966
PL,2022,75.7,76.76,3.91,1.5706521180259885,39.6,66.2070209024017,1.0600000000000023
PL,2023,76.76,,4.51,1.415887977735128,39.6,73.74813289132683,
PT,2004,100.0,100.7,5.6,,,,0.7000000000000028
PT,2005,100.7,103.5,6.2,,,,2.799999999999997
PT,2006,103.5,106.2,7.2,,,,2.700000000000003
PT,2007,106.2,104.8,6.3,,,,-1.4000000000000057
PT,2008,104.8,105.0,5.7,,,,0.20000000000000284
PT,2009,105.0,101.9,4.3,,,,-3.0999999999999943
PT,2010,101.9,104.1,5.8,,,,2.1999999999999886
PT,2011,104.1,102.5,6.1,,22.0,,-1.5999999999999943
PT,2012,102.5,105.0,5.48,,22.0,,2.5
PT,2013,105.0,97.5,5.31,2.7224533102394735,22.3,29.87418508079265,-7.5
PT,2014,97.5,93.6,5.74,3.483592679386651,22.3,35.58217039806038,-3.9000000000000057
PT,2015,93.6,105.3,6.53,2.70716097027629,22.3,31.909348503259785,11.700000000000003
PT,2016,105.3,105.3,6.74,2.68613704082418,22.3,29.807258853668458,0.0
PT,2017,105.3,93.2,6.84,2.185093760617844,22.4,27.662753008052032,-12.099999999999994
PT,2018,93.2,95.0,5.68,2.146910188703377,22.4,27.009203353068763,1.7999999999999972
PT,2019,95.0,94.2,7.39,2.4871769015320155,22.4,27.074094895718574,-0.7999999999999972
PT,2020,94.2,99.3,8.05,2.4446495450092054,22.4,25.984973844011073,5.099999999999994
PT,2021,99.3,,19.31,2.4071003360778858,22.4,23.827871858375072,
SE,1998,86.89,91.39,,,,,4.5
SE,1999,91.39,100.0,,,,,8.61
SE,2000,100.0,93.33,5.9,,,,-6.670000000000002
SE,2001,93.33,91.59,6.6,,,,-1.7399999999999949
SE,2002,91.59,86.22,6.8,,,,-5.3700000000000045
SE,2003,86.22,99.36,7.2,,,,13.14
SE,2004,99.36,83.3,7.0,,,,-16.060000000000002
SE,2005,83.3,82.55,7.0,,,,-0.75
SE,2006,82.55,89.45,7.2,,,,6.900000000000006
SE,2007,89.45,86.02,9.9,,,,-3.430000000000007
SE,2008,86.02,78.21,10.9,,,,-7.810000000000002
SE,2009,78.21,83.31,12.8,,,,5.1000000000000085
SE,2010,83.31,80.61,14.3,,,,-2.700000000000003
SE,2011,80.61,80.04,15.7,,14.0,,-0.5699999999999932
SE,2012,80.04,84.63,15.76,,14.1,,4.589999999999989
SE,2013,84.63,81.49,16.5,0.7173309003715317,14.2,53.06184290269031,-3.1400000000000006
SE,2014,81.49,72.88,16.53,0.8212873879719506,14.2,59.649481072570794,-8.61
SE,2015,72.88,74.98,17.14,0.7665150989812934,14.3,62.80647877557085,2.1000000000000085
SE,2016,74.98,79.95,18.3,,14.3,61.57064735246217,4.969999999999999
SE,2017,79.95,75.6,19.16,,14.5,65.91684183610782,-4.3500000000000085
SE,2018,75.6,80.63,20.29,,14.7,61.392019037525124,5.030000000000001
SE,2019,80.63,84.71,20.43,0.5993297346228342,14.8,60.803120361557255,4.079999999999998
SE,2020,84.71,75.07,20.31,0.6812333224645155,14.8,71.6011099502918,-9.64
SE,2021,75.07,78.82,20.2,0.7119424158566191,14.9,64.93701109923374,3.75
SE,2022,78.82,70.31,19.94,0.7807063348446504,14.9,61.73251691050287,-8.509999999999991
SE,2023,70.31,,18.47,0.682962176616623,15.3,61.81279457659915,
SI,2008,100.0,95.2,6.1,,,,-4.799999999999997
SI,2009,95.2,80.8,6.3,,,,-14.400000000000006
SI,2010,80.8,82.8,6.4,,,,2.0
SI,2011,82.8,84.7,7.0,,40.2,,1.9000000000000057
SI,2012,84.7,81.1,7.32,,40.2,,-3.6000000000000085
SI,2013,81.1,79.2,8.07,1.9155943953726327,40.5,56.92956628870931,-1.8999999999999915
SI,2014,79.2,72.2,8.55,2.0924369050828475,40.5,59.33514443914477,-7.0
SI,2015,72.2,75.2,8.85,2.1947846328062743,40.5,59.3864027177788,3.0
SI,2016,75.2,75.4,9.12,2.4199866016287395,40.5,56.723260828605525,0.20000000000000284
SI,2017,75.4,77.7,9.6,2.257949399692576,40.5,56.25856840181131,2.299999999999997
SI,2018,77.7,76.6,10.01,2.450825434687088,40.5,57.106689264118174,-1.1000000000000085
SI,2019,76.6,80.8,10.35,2.028304364136551,40.5,58.45525405360343,4.200000000000003
SI,2020,80.8,76.0,10.29,1.9910031814237905,40.5,57.20778415898855,-4.799999999999997
SI,2021,76.0,73.6,10.81,1.8919831487622265,40.5,60.77916119209994,-2.4000000000000057
SI,2022,73.6,75.7,11.1,1.7228271071897878,40.5,58.05018459420562,2.1000000000000085
SI,2023,75.7,,11.36,1.4457750873689466,40.5,51.82226660009985,
SK,2005,100.0,108.62,4.6,,,,8.620000000000005
SK,2006,108.62,112.0,6.2,,,,3.3799999999999955
SK,2007,112.0,113.89,6.1,,,,1.8900000000000006
SK,2008,113.89,118.61,7.3,,,,4.719999999999999
SK,2009,118.61,99.86,7.5,,,,-18.75
SK,2010,99.86,98.94,9.1,,,,-0.9200000000000017
SK,2011,98.94,103.45,8.6,,37.1,,4.510000000000005
SK,2012,103.45,90.46,8.53,,37.1,,-12.990000000000009
SK,2013,90.46,96.06,8.18,1.0354289062540512,37.1,58.895727789848124,5.6000000000000085
SK,2014,96.06,94.27,9.37,1.1421285063359536,37.1,61.845557558722525,-1.7900000000000063
SK,2015,94.27,93.06,9.47,1.1676002831033119,37.4,59.72907429380295,-1.2099999999999937
SK,2016,93.06,92.93,9.75,1.090511131493371,37.4,65.7862920036688,-0.12999999999999545
SK,2017,92.93,83.5,9.9,,37.4,64.13576531546856,-9.430000000000007
SK,2018,83.5,,9.85,1.2972988320118362,37.4,67.19161882534357,
